,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
10,35SEyd2PthIFACBDincd2l,불 붙여봐라 (feat. Tablo & Dok2) CD ONLY,G-DRAGON,YG,2012-09-15,0.749,0.846,4,-3.882,1,0.0536,0.109,0.0,0.662,0.896,126.994,219005
11,0ZzINCbYHNFtlGGjhNqTf3,INTRO. 권지용 (Middle Fingers-Up),G-DRAGON,YG,2017-06-08,0.742,0.896,0,-3.22,1,0.136,0.143,0.0,0.139,0.695,140.012,222722
12,0tnGCQAvjrRkB79fDMqV9z,개소리 (BULLSHIT),G-DRAGON,YG,2017-06-08,0.756,0.821,0,-5.494,1,0.0891,0.0533,0.0,0.354,0.574,96.008,182079
13,1WbFTVU0fj89qGAtHYSOnJ,SUPER STAR,G-DRAGON,YG,2017-06-08,0.743,0.718,7,-4.529,1,0.049,0.0294,2.01e-06,0.045,0.364,129.959,225944
14,16BS342F89MDqouSxgLaUK,"무제(無題) (Untitled, 2014)",G-DRAGON,YG,2017-06-08,0.583,0.461,4,-5.153,1,0.0321,0.785,1.7e-05,0.13,0.263,79.826,222868
15,46D6LQo5pQtkLGa7wTdTnK,OUTRO. 신곡(神曲) (Divina Commedia),G-DRAGON,YG,2017-06-08,0.691,0.6,8,-4.336,0,0.137,0.654,0.0,0.63,0.237,131.804,224400
16,4zXViIlvKDAjvIG5Keff87,A Boy,G-DRAGON,YG,2009-08-18,0.825,0.863,5,-4.743,0,0.0283,0.0273,0.0,0.0764,0.844,115.008,209293
17,4n5GvONt7Niv5In6awXHR7,Heartbreaker,G-DRAGON,YG,2009-08-18,0.775,0.792,0,-3.746,0,0.0613,0.0995,0.0,0.1,0.45,134.959,202547
18,4afjJiKWON0PV4GSPe5tPV,Breathe,G-DRAGON,YG,2009-08-18,0.849,0.675,9,-4.353,0,0.0689,0.00998,0.0,0.147,0.337,128.042,207453
19,2rR2h6ApCN1NG8fi4pq85G,Butterfly (Feat. Jin Jung),G-DRAGON,YG,2009-08-18,0.726,0.629,7,-8.277,1,0.085,0.269,0.0,0.13,0.482,99.922,224920
20,3q0s1lzYmm7fYIsSluGu4c,Hello (Feat. DARA),G-DRAGON,YG,2009-08-18,0.852,0.869,7,-4.819,1,0.217,0.06,0.0,0.107,0.79,117.017,200027
21,2PAPZaGi99CaNivO5IHYLs,Gossip Man (Feat. Kim Gun Mo),G-DRAGON,YG,2009-08-18,0.762,0.888,8,-3.626,1,0.0452,0.105,0.0,0.104,0.501,120.068,214147
22,5mmzEA6NYltYrHBJVE1jqV,Korean Dream (Feat. TAEYANG),G-DRAGON,YG,2009-08-18,0.784,0.832,0,-5.081,0,0.105,0.000819,0.0,0.388,0.771,127.096,197800
23,3k8nvicUBXisxer57q4LWc,The Leaders (Feat. Teddy & CL),G-DRAGON,YG,2009-08-18,0.74,0.764,7,-6.032,1,0.15,0.00771,0.0,0.0859,0.476,98.084,229747
24,3CqXsVC0JqWYxz5YQEwE9d,She's Gone (Feat. Kush),G-DRAGON,YG,2009-08-18,0.696,0.969,5,-2.735,0,0.0902,0.0478,0.0,0.378,0.83,102.986,224547
25,5q56EIQGye3cS86ui2t39G,1 Year,G-DRAGON,YG,2009-08-18,0.754,0.906,1,-4.503,1,0.0879,0.111,0.0,0.0461,0.854,139.902,245213
26,1SYcF2fUYDYQsISyFehQYI,COUP D'ETAT,G-DRAGON,YG,2013-09-05,0.616,0.87,8,-5.814,1,0.265,0.0485,0.0,0.269,0.59,129.994,178857
27,62qrReIGZC8zzdmw9DXEuS,NILIRIA - Missy Elliott Version,G-DRAGON,YG,2013-09-05,0.596,0.857,2,-4.968,1,0.314,0.0726,0.0,0.937,0.519,160.081,172295
28,3iBJHz5krbr4zUM40zzwcJ,R.O.D.,G-DRAGON,YG,2013-09-05,0.673,0.852,8,-5.122,1,0.201,0.031,0.0,0.104,0.586,144.953,236105
29,44f1TNdoQUgf3PUYraCTsH,Black (Feat. JENNIE of BLACKPINK),G-DRAGON,YG,2013-09-05,0.494,0.651,4,-7.971,0,0.378,0.314,0.0,0.249,0.471,89.587,203772
30,4uS12OS6QeNgiCHpaqwvlR,WHO YOU?,G-DRAGON,YG,2013-09-05,0.751,0.731,1,-4.38,1,0.214,0.204,0.0,0.198,0.763,90.033,201428
31,3jeGRLccqBJ0CxkUVZQKxE,SHAKE THE WORLD,G-DRAGON,YG,2013-09-05,0.736,0.777,7,-5.449,1,0.213,0.00439,0.0,0.318,0.673,128.026,174700
32,3N9lH3C9oykSau0Q74bVsi,GO,G-DRAGON,YG,2013-09-05,0.638,0.935,6,-4.993,1,0.416,0.0165,0.0,0.0989,0.39,154.216,208407
33,3mb0tvqsU8IPaAYvyf55az,CROOKED,G-DRAGON,YG,2013-09-05,0.665,0.919,2,-3.211,1,0.0922,0.00191,0.0,0.0588,0.782,129.962,224793
34,5CRuf5AnlXoapQfwi1sxbS,NILIRIA - G-Dragon Version,G-DRAGON,YG,2013-09-05,0.6,0.862,9,-4.927,1,0.289,0.0922,0.0,0.946,0.539,160.038,172295
35,6wCNJoZaOLnFzXoNFlR65V,RUNAWAY,G-DRAGON,YG,2013-09-05,0.695,0.897,0,-2.604,1,0.0732,0.00667,0.0,0.324,0.706,119.97,201062
36,2tNdosMthOOTnH1KYdKl16,I LOVE IT,G-DRAGON,YG,2013-09-05,0.733,0.835,6,-5.437,0,0.0503,0.136,0.0,0.344,0.768,120.034,194903
37,7nySA2CVivNXZvjwJLe9dG,YOU DO (Outro),G-DRAGON,YG,2013-09-05,0.864,0.472,8,-8.822,1,0.418,0.0764,0.0,0.0427,0.515,133.915,157871
38,0hEjJX5V3PwfXUuqqMG0jn,Turn It Up,T.O.P.,YG,2010-06-21,0.822,0.673,0,-3.407,1,0.153,0.0354,1.79e-06,0.0937,0.363,176.051,212509
39,7bjHNkZ1roAnXhv7Fr2jxn,DOOM DADA,T.O.P.,YG,2013-11-15,0.638,0.93,7,-3.073,1,0.112,0.0338,1.46e-06,0.36,0.615,156.154,213450
40,6yw2SNw9MZDroL2DLmUYDm,Intro (HOT),TAEYANG,YG,2008-05-22,0.832,0.861,0,-5.476,1,0.178,0.0621,0.0,0.372,0.789,119.997,89507
41,0QdoA14XPxSuuoiuNDzvKJ,Prayer (Feat. Teddy),TAEYANG,YG,2008-05-22,0.646,0.772,10,-5.235,0,0.0651,0.0133,0.0,0.0804,0.565,142.934,220733
42,1518ZPHBb0rmVAw1xNbOzu,Only Look At Me,TAEYANG,YG,2008-05-22,0.704,0.681,2,-5.199,1,0.0333,0.258,0.0,0.333,0.888,140.07,240920
43,7xHgNR7BCYTCMfmUz66EbO,A Sinner,TAEYANG,YG,2008-05-22,0.773,0.581,5,-4.28,0,0.0328,0.108,0.0,0.0666,0.906,124.968,193227
44,4fazfkxMwEnRczzGpLZDBt,Baby I'm Sorry,TAEYANG,YG,2008-05-22,0.673,0.647,0,-5.775,1,0.0363,0.401,0.0,0.233,0.507,128.141,246040
45,5ug8uKCAH4HQ5owBPNSoPa,Make Love (Feat. Kush),TAEYANG,YG,2008-05-22,0.693,0.702,10,-3.625,0,0.0315,0.149,0.0,0.189,0.323,109.942,204813
46,0zA75hGcXgVNbzsu0a3lBR,Ringa Linga,TAEYANG,YG,2013-11-08,0.584,0.845,1,-3.029,1,0.066,0.0858,0.0,0.124,0.393,141.018,227021
47,3TCzay1FkjSewTeiRSQGOk,LOUDER,TAEYANG,YG,2018-01-10,0.677,0.762,0,-5.018,0,0.0415,0.00384,0.000123,0.0633,0.573,101.916,220779
48,1FclvbiUT3czzHM1lwWnnX,Intro - Solar,TAEYANG,YG,2010-07-01,0.556,0.329,9,-9.338,0,0.0401,0.282,1.74e-05,0.0948,0.184,131.928,57027
49,0alnyI664183rlCIgKh8Hf,Superstar,TAEYANG,YG,2010-07-01,0.662,0.856,0,-3.618,1,0.0423,0.157,0.0,0.0921,0.528,94.951,194587
50,08q3v7gSZhNhMCqKGqsD4d,Just a Feeling,TAEYANG,YG,2010-07-01,0.758,0.786,8,-3.603,1,0.0368,0.194,0.0,0.103,0.656,125.015,220960
51,0PEMMKw7j1tsS7U4lcTjqR,You're My,TAEYANG,YG,2010-07-01,0.546,0.192,9,-13.058,1,0.0564,0.94,0.0,0.0846,0.324,119.06,169253
52,2mbTfOh91FiQF4yIE9vtgB,Move (Feat. Teddy),TAEYANG,YG,2010-07-01,0.536,0.736,1,-4.772,1,0.0954,0.0851,0.0,0.264,0.55,169.94,232333
53,1WP99rmsetBvCbO8VC4unt,Break Down,TAEYANG,YG,2010-07-01,0.725,0.885,2,-3.468,1,0.0707,0.0465,0.0,0.0789,0.808,149.996,243653
54,5p8bTHJQ5TcuL84bXmWTrR,After You Sleep (Feat. Swings),TAEYANG,YG,2010-07-01,0.705,0.585,11,-4.667,1,0.0425,0.257,0.0,0.538,0.408,115.067,226267
55,1qbwaDM22exlyLRAmM9vKd,Where U At,TAEYANG,YG,2010-07-01,0.612,0.746,3,-3.572,1,0.0359,0.00382,0.0,0.116,0.468,150.007,229373
56,2NO4CA2TFvhGeg7XMz8PmT,Wedding Dress,TAEYANG,YG,2010-07-01,0.729,0.669,0,-4.73,1,0.0347,0.122,0.0,0.129,0.707,133.943,242747
57,1QbbAZG3LZ8xYsW04INy1c,Take It Slow,TAEYANG,YG,2010-07-01,0.713,0.626,2,-6.657,0,0.0274,0.128,0.0,0.369,0.2,111.974,260773
58,6J0mtwueFaEL0bmxuHEYI0,Intro (RISE),TAEYANG,YG,2014-06-03,0.624,0.828,11,-3.294,1,0.0412,0.179,0.0,0.266,0.323,92.132,105256
59,0lYtIvI7bO51PZSeK22Mbz,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,YG,2014-06-03,0.63,0.516,0,-5.759,1,0.0379,0.736,0.0,0.264,0.254,143.786,229990
60,3JmlYV4mm5jdo2ZWzATLBv,새벽한시 (1AM),TAEYANG,YG,2014-06-03,0.488,0.855,7,-3.131,1,0.0387,0.0111,0.0,0.186,0.276,173.932,191793
61,4Hznsw4SROqqX8T54Syguv,STAY WITH ME,TAEYANG,YG,2014-06-03,0.652,0.823,9,-3.027,0,0.0398,0.169,0.0,0.108,0.37,82.535,202702
62,6kSoXPg7yhpvgiXuoqRJSF,아름다워 (BODY),TAEYANG,YG,2014-06-03,0.702,0.827,2,-3.731,1,0.0427,0.00505,0.0,0.167,0.478,128.029,190674
63,1kewNvWljcwYKzlAKRXaUf,이게 아닌데 (This Ain't It),TAEYANG,YG,2014-06-03,0.522,0.339,4,-6.686,1,0.0274,0.404,0.0,0.141,0.16,74.918,263933
64,5YhaIIgjic4Q31BL1jYMk5,버리고 (Let Go),TAEYANG,YG,2014-06-03,0.637,0.684,3,-3.884,1,0.0222,0.165,0.0,0.112,0.477,99.941,220780
65,3wJ5tkDTIc3w5THvaggHDx,LOVE YOU TO DEATH,TAEYANG,YG,2014-06-03,0.366,0.761,1,-4.514,0,0.045,0.00826,0.0,0.0769,0.403,79.891,221626
66,3yq48eRG04UryOATzpwr4V,WHITE NIGHT,TAEYANG,YG,2017-08-16,0.509,0.658,0,-5.086,1,0.0954,0.048,0.0,0.393,0.511,146.676,85586
67,49w8umYnAfSPulksfEDx16,WAKE ME UP,TAEYANG,YG,2017-08-16,0.577,0.513,10,-5.996,1,0.0292,0.0298,0.0,0.114,0.195,78.014,199458
68,6oycMp1woEDrrluLY0icmV,DARLING,TAEYANG,YG,2017-08-16,0.593,0.404,7,-5.594,1,0.0318,0.465,0.0,0.171,0.427,141.939,210190
69,4PBr1wStrak7aWJkUKvbUl,RIDE,TAEYANG,YG,2017-08-16,0.603,0.727,7,-6.343,1,0.258,0.00598,0.0,0.0625,0.621,95.644,193501
70,2gILEqYZMaljxD89UKippy,AMAZIN',TAEYANG,YG,2017-08-16,0.629,0.77,1,-4.082,1,0.0441,0.00192,0.0,0.326,0.383,105.063,218829
71,3TFp0q9DGulf477YG2lZXI,EMPTY ROAD,TAEYANG,YG,2017-08-16,0.732,0.342,4,-7.779,1,0.0386,0.631,0.0,0.0884,0.524,84.983,209883
72,64f7T9vidBqVHSUqZ1a3nq,NAKED,TAEYANG,YG,2017-08-16,0.603,0.594,10,-4.443,0,0.0372,0.0426,0.0,0.0875,0.394,139.926,201656
73,2Ryu6OAqmEcrtnTxaPYDCP,TONIGHT,TAEYANG,YG,2017-08-16,0.527,0.93,1,-3.452,0,0.133,0.00579,1.18e-05,0.325,0.486,144.127,266724
74,28PWDLSbNL2PgblhO4TjAm,"Look At Me, Gwisun",DAESUNG,YG,2008-06-16,0.638,0.951,0,-0.705,1,0.0505,0.0742,0.0,0.0575,0.809,134.974,166586
75,4FPfy8wASMu7HSACSuH1ts,A Big Hit!,DAESUNG,YG,2009-01-29,0.754,0.945,9,0.959,0,0.126,0.382,0.0,0.0357,0.755,124.947,207041
76,1AndERjwgFwXPeDN9ptkWH,Cotton Candy,DAESUNG,YG,2010-01-26,0.674,0.507,3,-6.738,0,0.0304,0.835,3.4e-06,0.13,0.382,113.864,224400
77,3kHmlMlCMYvvaL5nDXlKak,I LOVE YOU,DAESUNG,YG,2013-07-31,0.342,0.479,3,-6.501,1,0.0304,0.533,3.63e-06,0.15,0.314,149.854,263707
78,0f7ej43pbwzDe5oUkkSxnG,Rainy Rainy,DAESUNG,YG,2014-06-11,0.54,0.71,4,-4.127,1,0.0253,0.465,0.0,0.121,0.331,87.996,301059
79,2P8E215lZYHmtCPnOMNKjt,醒めて、眠れ,DAESUNG,YG,2014-06-11,0.644,0.978,5,-2.217,1,0.0488,0.0049,0.0,0.105,0.747,134.919,210948
80,2X2zg7Jm36aLdhYicFxwN7,ウソボンダ (Try Smiling),DAESUNG,YG,2014-06-11,0.608,0.56,5,-5.789,1,0.0318,0.306,0.0,0.122,0.359,131.869,258631
81,5FHlhFQjcfrC7SYwVzicMb,SHUT UP,DAESUNG,YG,2014-07-16,0.646,0.857,3,-4.301,1,0.0365,0.0047,0.0,0.364,0.468,124.923,210800
82,6zqQeqiyiCIl4hbrrM8Urc,Dress,DAESUNG,YG,2014-07-16,0.445,0.797,0,-3.174,0,0.0412,0.185,0.0,0.185,0.448,169.961,308333
83,7FMY7QgMUJjU7JwkjzY9qa,Intro (君へ),DAESUNG,YG,2017-04-12,0.21,0.581,6,-6.191,1,0.0594,0.0371,2.22e-06,0.102,0.293,73.405,143514
84,2kbvbFfZqyLJT5Si6uUhML,D-Day,DAESUNG,YG,2017-04-12,0.49,0.906,1,-4.649,1,0.0367,0.0286,0.0,0.324,0.641,139.962,232096
85,0VKLg8aIIUCb1b7tAVyAco,VENUS,DAESUNG,YG,2017-04-12,0.565,0.972,10,-3.592,0,0.0916,0.0242,0.0,0.351,0.728,104.114,240669
86,6Vm0kMGHZsKRbzisIrYHLP,The sign,DAESUNG,YG,2017-04-12,0.575,0.839,11,-4.567,0,0.0453,0.186,0.0,0.128,0.481,99.967,236969
87,2azAp6F9Lh1Yx75yZubCEH,ハルカゼメロディ,DAESUNG,YG,2017-04-12,0.566,0.923,2,-3.276,1,0.0394,0.0816,0.0,0.319,0.793,133.012,258821
88,03nvB6lmH3DUICAw0isOAQ,近未来,DAESUNG,YG,2017-04-12,0.476,0.914,1,-3.649,1,0.0541,0.0154,0.0,0.39,0.765,139.977,231752
89,2AENjKbItDJH27zmblL8n9,Anymore,DAESUNG,YG,2017-04-12,0.346,0.678,9,-4.337,0,0.0349,0.0305,0.0,0.101,0.218,161.893,235228
